id,date,message,karma,parent
47efb948ba5067,2016-07-06 23:30:00.000000,gönn dir  ich auch neben meinem Freund  haha  wenn er darauf wenn er nicht geil wird weiß ich auch nicht 😑 ,3,0efb47e6f1e063
480e77ea5cc755,2016-07-06 23:30:00.000000,warst du auch geschockt als gideon gestorben ist? ,2,fd772a3e00c07a
488d0f0fe0907c,2016-07-06 23:30:00.000000,"Das liegt daran, dass du deine Sexualität an den ehemaligen partner gebunden hast. Es muss dir klar werden, dass deine Sexualität losgebunden von einem partner ist und eigentlich nur dir gehört, du kannst die lediglich mit jemanden teilen. ",3,0a6c6371d63063
494ffe1014e069,2016-07-06 23:30:00.000000,Jetzt bin ich geil 😄,6,c347bcce2dd759
47f48dc5b1b061,2016-07-06 23:30:00.000000,Ja klar,1,e7ae77ea5cc755
48072a3e00c07a,2016-07-06 23:30:00.000000,"Ist nen Anfang, aber sag ihr von mir, dass sie sich mal überlegen soll weshalb sie schlechte Laune hat😉 bei mir ist es fast immer der Fall, dass ich schlichtweg unterzuckert bin 🙈 Vielleicht ist es bei ihr auch sowas banales 👍 Viel Glück",1,14cb11b1c1c067
48092e300d36b2,2016-07-06 23:30:00.000000,Jemand lust mich zu besuchen? Zimmer ist aber nicht aufgeräumt,2,2f74b62a879064
481f3331011784,2016-07-06 23:30:00.000000,Ist aber nur 2 mal vor gekommen ,1,3042c9df3726a0
482b47e6f1e063,2016-07-06 23:30:00.000000,Langsam langweilt es ,2,46156cddf1a068
483c670771f06b,2016-07-06 23:30:00.000000,So einen Jodel downvoten ist schon irgendwie dämlich. Glaube OP wollte nur mal Ehrlichkeit. #nichtop #wiesohashtag? #dreier3,8,1469e1af4fd779
4862c9df3726a0,2016-07-06 23:30:00.000000,Der hat doch Urlaub beantragt? Der is in 2 Wochen zurück...,2,2b6c670771f06b
48c2c9df3726a0,2016-07-06 23:30:00.000000,Hier 🙋🏼 w 23 aus Zollstock nochmal W 21 in welchem Stadtteil wohnst du den? ,1,38c0d773a90056
49772a3e00c07a,2016-07-06 23:30:00.000000,"Kurz zur Info: Wie viele ""Packs"" man hat ist genetisch bedingt. Manche haben mehr oder weniger Sehnen, die den Bauchmuskel unterteilen -> dementsprechend 4 / 6 / 8 Pack :) The Rock hat bspw. keine Unterteilung.",1,7cf27dde8fb72b
49892e300d36b2,2016-07-06 23:30:00.000000,"Jeff, ich heiße Jeff",8,462f3331011784
49af3331011784,2016-07-06 23:30:00.000000,"Nein. #47,XY+21",8,4419e1af4fd779
49cffe1014e069,2016-07-06 23:30:00.000000,"Das ist doch nur ene Beenepitter. Die Hipster unter den Spinnen, die werden doch selber gemobbt. ",3,819c670771f06b
49de77ea5cc755,2016-07-06 23:30:00.000000,"Die roten Trikots, die die Fans an hatten, sehen genauso aus wie Bayern Trikots. ",2,01d5db486190f8
49a5d580b1d062,2016-07-06 23:30:00.000000,"Wenn ich Kaffee trinke kann ich nicht schlafen, wenn ich schlafe kann ich kein Kaffee trinken.  Ärgerlich",17,
4b3e77ea5cc755,2016-07-06 23:30:00.000000,+++ Service jodel +++ Scheint ein Troll unterwegs zu sein!!!,5,
47a72a3e00c07a,2016-07-06 23:30:00.000000,👆Alles subjektiv. Es gibt einige die es geil finden. 😁,7,eb9552fd0b85a8
4ade6d11853437,2016-07-06 23:30:00.000000,"""Du kommst als Fremder, gehst als Freund"" - Leierkasten😉",8,ebdb47e6f1e063
47b72a3e00c07a,2016-07-06 23:30:00.000000,L,11,1098ef8ccab06e
47d92e300d36b2,2016-07-06 23:30:00.000000,Security in der bahn? Ist das nur nachts?😱 oder meinst du die normalen kontrolleure?,4,98040df1e67430
47d48dc5b1b061,2016-07-06 23:30:00.000000,"Krankschreiben will ich nicht, hab dieses Jahr schon 7 Tage gesammelt 🙄",5,36ac670771f06b
49cc670771f06b,2016-07-06 23:30:00.000000,"Gabelmannguy, wait for meeee!!!",10,
49df3331011784,2016-07-06 23:30:00.000000,Denke auch das Problem betrifft alle etwas Über dem Durchschnitt aussehenden Männlein/Weiblein,4,26ee77ea5cc755
4a4fb948ba5067,2016-07-06 23:30:00.000000,"Die wissen schon, dass sie gemeint sind. In der Marktstraße ",1,409ffe1014e069
4a848dc5b1b061,2016-07-06 23:30:00.000000,Suits ist die bese,3,051c670771f06b
4a9d0f0fe0907c,2016-07-06 23:30:00.000000,Wachs schützt die Haare vor dem austrocknen. Außerdem kannst du ihn in Form bringen und er bekommt einen natürlichen Glanz. ,2,f8e3f5905d5042
485e6d11853437,2016-07-06 23:30:00.000000,Junge war nur für dich kustig amk,3,9e9e85a4cea044
486a47d0151068,2016-07-06 23:30:00.000000,Ja hahaha witzig #,2,e07d0f0fe0907c
486cd7573bf6bb,2016-07-06 23:30:00.000000,Geh runter und rauch mit,3,1d548dc5b1b061
488c670771f06b,2016-07-06 23:30:00.000000,"Ja, Horror halt, wo man schiss kriegt. Danke für die Vorschläge, werde mir sicher ein paar reinziehen. ",1,b9c8ef8ccab06e
493e6d11853437,2016-07-06 23:30:00.000000,Mukki,3,fd07bcce2dd759
4a63ec0cca8061,2016-07-06 23:30:00.000000,Das ist ein Vorhang. Ja ist nicht der schönste ,1,b8ff3331011784
4aacd7573bf6bb,2016-07-06 23:30:00.000000,Wag es ja nicht,1,391cd7573bf6bb
4acc670771f06b,2016-07-06 23:30:00.000000,Isso. Ich dachte jetzt kommt hier ne hitzige Disskaschn aber neeeeee. Da wurd wohl jemand entlarvt,1,e32e77ea5cc755
4b0f3331011784,2016-07-06 23:30:00.000000,Ich danke dir echt das du mir zuhörst solche Menschen wie dich wünsche ich mich echt überall. Gute Nacht. ,2,14cb11b1c1c067
4b1d0f0fe0907c,2016-07-06 23:30:00.000000,"Lass mich raten, du bist W? 🙈",1,475a47d0151068
49f23888e5e6a9,2016-07-06 23:30:00.000000,Sonnenbrand dieses Jahr: Tcheck ✅✔☑,17,
4a923888e5e6a9,2016-07-06 23:30:00.000000,kritisch wird's dann wenn sie schon mit deinem kumpel was laufen hat während sie dir noch vorspielt alles wär in bester Ordnung... Das macht erst richtig fertig..,13,1ec72a3e00c07a
4a7fb948ba5067,2016-07-06 23:30:00.000000,"Jungs, geile Stadt die ihr hier habt!  #Aachen #Leipzig's'lit",21,
4aa5d580b1d062,2016-07-06 23:30:00.000000,Lass das mal den Papa machen!,12,37f9e1af4fd779
48ec670771f06b,2016-07-06 23:30:00.000000,"Das will ich dem Autofahrer nicht antun, ihr drei wohnt ja nah zusammen💪🏼 Bin m21",1,38c0d773a90056
4907bcce2dd759,2016-07-06 23:30:00.000000,Echte Freunde sind besser als ONS oder F+. Eindeutig besser!,2,e3653aac99b06e
479e77ea5cc755,2016-07-06 23:30:00.000000,Ging mir auch schon mal so :D,2,44f7bedeaa8067
47dffe1014e069,2016-07-06 23:30:00.000000,Ich möchte euch alle heiraten. 3. stock❣❣❣❣,2,859d067d398065
47e5d580b1d062,2016-07-06 23:30:00.000000,Nicht spucken,1,391cd7573bf6bb
47f23888e5e6a9,2016-07-06 23:30:00.000000,Dito,3,42dd0f0fe0907c
481e6d11853437,2016-07-06 23:30:00.000000,Nope ist im Paradies Wohnheim ,1,1d548dc5b1b061
48348dc5b1b061,2016-07-06 23:30:00.000000,Googlet mal "Hipster". Hipster sind nicht die rote-schuhe-nachthemd-risse-in-der-jeans-casio-uhr-Leute. Hipster sind die mit Hornbrille und Hosenträger.,7,6293ebead373cc
48423888e5e6a9,2016-07-06 23:30:00.000000,Mit das beste was es bei YouTube gibt!,1,f9640df1e67430
485a47d0151068,2016-07-06 23:30:00.000000,"Klingel an der Tür und sag es ist der heiße Nachbar, der wieder Lust auf einen Dreier hat.",12,ff448dc5b1b061
4b08ef8ccab06e,2016-07-06 23:30:00.000000,Danke für die lieben Worte aber treffe leider immer nur arschlöcher :( ,2,23040df1e67430
4b28ef8ccab06e,2016-07-06 23:30:00.000000,Was ein Lifestyle 😄👌🏼,4,e2a40df1e67430
47e40df1e67430,2016-07-06 23:30:00.000000,Shneezin nennt das Krankenhaus ja schon fast sein zweites zuhause einfach mal davor warten :D,2,3448ef8ccab06e
48172a3e00c07a,2016-07-06 23:30:00.000000,⬆⬆⬆⬆ja danke!!! ,6,ba92c9df3726a0
4857bedeaa8067,2016-07-06 23:30:00.000000,- Luke  Du dreckiger Reposter,1,c9f9e1af4fd779
48848dc5b1b061,2016-07-06 23:30:00.000000,Wurm,3,d688ef8ccab06e
48892e300d36b2,2016-07-06 23:30:00.000000,Mannooo will auuuuuch,2,2967bedeaa8067
48bc670771f06b,2016-07-06 23:30:00.000000,Sorry bro,1,3299e1af4fd779
48c40df1e67430,2016-07-06 23:30:00.000000,"Aber halt mal deinen Kopf hin, wenn du dem Autofahrer erklären willst, dass der Stau am Frankenschnellweg was Gutes ist und da eigentlich eine Stadtbahntrasse mit Rafschnelleeg sein sollte....",3,2ba72a3e00c07a
49340df1e67430,2016-07-06 23:30:00.000000,Supernatural *_*,4,051c670771f06b
49440df1e67430,2016-07-06 23:30:00.000000,"Oh Mann, ich höre gerade wieder der goldene Kompass und ich komme gar nicht drauf klar, wie geil diese Geschichte ist!! ",3,
498b47e6f1e063,2016-07-06 23:30:00.000000,Zwischen 8-18 Uhr. Danach kommen da ein Haufen Menschen hin und es wird viel zu voll!,1,3da9e1af4fd779
49e72a3e00c07a,2016-07-06 23:30:00.000000,Köttelkoster,4,d688ef8ccab06e
4a2c670771f06b,2016-07-06 23:30:00.000000,Kik hab ich nicht ,3,3042c9df3726a0
4a248dc5b1b061,2016-07-06 23:30:00.000000,Ich würde dir sehr gerne helfen. Nur ist das über jodel etwas schwierig.,2,1cca47d0151068
4a2cd7573bf6bb,2016-07-06 23:30:00.000000,Bin ich die einzige die sich fragt warum ihr einen Hammer im Bad habt?,17,c905d580b1d062
4818ef8ccab06e,2016-07-06 23:30:00.000000,Für Pommes,11,1469e1af4fd779
4a3d0f0fe0907c,2016-07-06 23:30:00.000000,"Shireen, Hodor und Oberyn. Gerade letzterer hat mich echt mitgenommen durch seine Brutalität und auch Emotionalität",8,31be77ea5cc755
4a4f3331011784,2016-07-06 23:30:00.000000,"Same here, muss in 4 Stunden aufstehen 👌 wasn los bei dir?",3,42dd0f0fe0907c
4a472a3e00c07a,2016-07-06 23:30:00.000000,Mach ihn plaaatt😠,2,392a1b09022060
4a6d0f0fe0907c,2016-07-06 23:30:00.000000,"Das hieße, dass Fühlen nur möglich wäre, wenn man die Emotion reflektiert und benennt. Halte ich für Quark.",3,1cca47d0151068
4a8d0f0fe0907c,2016-07-06 23:30:00.000000,hahaha ich auch nicht 😂 aber über nen fragenkatalog wäre ich sehr dankbar im moment,2,2626b7f2985054
4a892e300d36b2,2016-07-06 23:30:00.000000,Wer geht denn dahin? 😂 ,3,01b8851c927066
4a972a3e00c07a,2016-07-06 23:30:00.000000,Da kann man nix spoilern. Gibt doch gar keine Story. Und Arenen sind gefühlt an jeder zweiten Ecke. Die sind also auch nix besonderes,2,1787b364ae772e
4ab72a3e00c07a,2016-07-06 23:30:00.000000, Hippo ja mit o ich meine nicht die Kiffer,4,d688ef8ccab06e
4ab72a3e00c07a,2016-07-06 23:30:00.000000,Danke,7,41eb47e6f1e063
4b0b47e6f1e063,2016-07-06 23:30:00.000000,Wer klaut einen Beutel voll Pillen Mutterficker wer ist heut in der BILD,1,1d245574fa6069
4a67bedeaa8067,2016-07-06 23:30:00.000000,Ist ja grad nebenan.. Grüße aus dem AMH 👆,5,1d548dc5b1b061
4a6ffe1014e069,2016-07-06 23:30:00.000000,Zu viel Klausurkram im Kopf 😣,7,3d98ef8ccab06e
4a77bcce2dd759,2016-07-06 23:30:00.000000,Du hast einfach nur das erste Mal gekifft und Mitteilungsdrang.,1,44fe77ea5cc755
4af48dc5b1b061,2016-07-06 23:30:00.000000,"Ich bin w 20 und noch jungfrau und ich frage mich ob das nicht seltsam ist. 😅 Ich finde jeder sollte das so machen wie er will :) wenn du Spaß hattest, dann ist nichts dran verwerflich finde ich 😊",29,3042c9df3726a0
47e48dc5b1b061,2016-07-06 23:30:00.000000,Ich bin mir nicht ganz sicher Die Person ist eig der wichtigste mensch in meinem leben aber ich hab probleme damit Menschen zu vertrauen. ..ich brauch seehr Viel Zeit für sowas #op,11,37e48dc5b1b061
47f5d580b1d062,2016-07-06 23:30:00.000000,Ist die besser als Supernatural?,1,42348dc5b1b061
4848ef8ccab06e,2016-07-06 23:30:00.000000,Ich führe eine Fernbeziehung da ist Vertrauen unverzichtbar. Eifersüchtig bin ich eher auf die Personen die zeit mit ihm verbringen können weil ich ihn natürlich gern öfter sehen würde & umgekehrt genauso. ;) ,2,5d6d53a1e9716c
48cfb948ba5067,2016-07-06 23:30:00.000000,Haha. Da war wohl jemand schon in Darmstadt ,5,cc87f56c0fe2ba
490e77ea5cc755,2016-07-06 23:30:00.000000,"M29 halbwegs was im Kopf ( Master) 1,75m  Kik: der stefan",2,eee0f9a5e1f064
4908ef8ccab06e,2016-07-06 23:30:00.000000,Also ich bin bei einer Frauenärztin ...,3,da15294539e06e
4957bedeaa8067,2016-07-06 23:30:00.000000,Schade. Bei mir wo anders. Aber sprich ihn einfach das nächste mal an,3,8207bedeaa8067
4977bedeaa8067,2016-07-06 23:30:00.000000,Wenn die Portugiesen doch wenigstens gut wäre...,1,d1f9b2d6a60069
48f3ec0cca8061,2016-07-06 23:30:00.000000,"Der Moment wenn du deinen Jodel neuerdings immer von mindestens deinen Mitbewohnern, deiner Mom, deinen Prof und der Kanzlerin Korrektur lesen lässt, um nicht wieder wegen deinen Rechtschreibfehlern gerostet zu werden 😂",38,
4989e1af4fd779,2016-07-06 23:30:00.000000,"Ja schon Interesse, aber hab sie nie in echt gesehen, also hab wirklich nichts gegen paar pfunde, aber bei ihr sind es schon deutlich mehr",1,e6f5d580b1d062
49a2c9df3726a0,2016-07-06 23:30:00.000000,Das ist doch traurig 😒,1,14d48dc5b1b061
49c2c9df3726a0,2016-07-06 23:30:00.000000,I don't give a fuck,1,3299e1af4fd779
49d40df1e67430,2016-07-06 23:30:00.000000,Es liegt nicht an den Haaren...,2,03b40df1e67430
4a140df1e67430,2016-07-06 23:30:00.000000,Nachtschwärmer hier  die eigl für ne Klausur lernen müssten?🙄,3,
4a92c9df3726a0,2016-07-06 23:30:00.000000,"Lasst mal alle gleichzeitig vom Balkon ""Emma"" brüllen... Auf wen der Hund als erstes hört, muss ein pinnchen trinken ",1,f3c2c9df3726a0
4a97bedeaa8067,2016-07-06 23:30:00.000000,Was machst du da mit meiner Mikrowelle?,1,247fb948ba5067
4a940df1e67430,2016-07-06 23:30:00.000000,"Und sagte: Sie sind ja nackt, das ist ja herrlich ",7,196c670771f06b
4ad9e1af4fd779,2016-07-06 23:30:00.000000,Ich gehe mal von m aus...?😅,2,2f74b62a879064
4b15d580b1d062,2016-07-06 23:30:00.000000,Ach was ich bring nur ca 200 Franzosen und Weltkriegswitze und farme drölf quadrillionen karma,2,9d06463b82406d
4b323888e5e6a9,2016-07-06 23:30:00.000000,"schlaflos, und nicht in pforzelona",7,4858ef8ccab06e
4b0e6d11853437,2016-07-06 23:30:00.000000,"Was ist 16cm lang und macht jede Frau glücklich?  Richtig, ein 500€ Schein. ",67,
4838ef8ccab06e,2016-07-06 23:30:00.000000,Er : bleib doch über nacht bei mir. Wie magst du dein Ei am morgen? Sie : unbefruchtet,9,
498c670771f06b,2016-07-06 23:30:00.000000,"So ein ähnlich Konzept gibt es in Deutschland schon, vielleicht hast schonmal was davon gehört. Etwa 40 Mio Bürger in DE nehmen daran teil. :) ""Steuern"" nennen die das. ",15,edfffe1014e069
4858ef8ccab06e,2016-07-06 23:30:00.000000,Schlaflos in Pforzelona,15,
4a47bedeaa8067,2016-07-06 23:30:00.000000,Wie ich sowas hasse -_- er öffnet sich dir gegenüber und du hast nicht mal den Mut ihm ehrlich und ohne ihn zu verletzten  zu sagen was du tatsächlich denkst. Immer durch die Blume und falsche Hoffnungen 👎👎👎👎,43,37e48dc5b1b061
479ffe1014e069,2016-07-06 23:30:00.000000,Haben Männer Angst vor ungeschminkten Frauen? ,65,45cf3331011784
49272a3e00c07a,2016-07-06 23:30:00.000000,Nobelpreis 👏🏼👏🏼👏🏼👏🏼🏆,24,10b5294539e06e
47f9e1af4fd779,2016-07-06 23:30:00.000000,Hoffentlich nicht,22,4419e1af4fd779
4a640df1e67430,2016-07-06 23:30:00.000000,"Bett Neu weiß bezogen,  Und grade Nutellabrot geschmiert. Nicht so klug.",27,
485f3331011784,2016-07-06 23:30:00.000000,"Hogwarts Schüler sind zu beneiden. Mit 11 eingeschult werden und mit 17 fertig sein. Ich, seit 20 jahren am büffeln",108,
4a0c670771f06b,2016-07-06 23:30:00.000000,wenn man so nervös ist und deswegen nicht schlafen kann weil morgen Prüfung ist. #unausgeschlafen #aufjedenFallbestanden>.>,24,
48772a3e00c07a,2016-07-06 23:30:00.000000,Wer morgen gewinnt ist Europameister. ,24,
49792e300d36b2,2016-07-06 23:30:00.000000,"Ich bin beispielsweise auch noch mit meiner ex befreundet, aber mehr auch nicht... Sind jetzt beide mega glücklich in neuen Beziehungen, da schreibt man dich 1x im Monat, bringt sich auf den neusten Stand und fertig ",12,e7ae85a4cea044
49d72a3e00c07a,2016-07-06 23:30:00.000000,lass das mal den Papamachen!,11,37f9e1af4fd779
486b47e6f1e063,2016-07-06 23:30:00.000000,Tu Es!,24,3c77bedeaa8067
49a3ec0cca8061,2016-07-06 23:30:00.000000,Ich mach jetzt ganz fest die Augen zu und wünsche mir das das nicht wahr ist ...  Bitte ...,22,2595eff9082057
48d40df1e67430,2016-07-06 23:30:00.000000,"- ""austoben"" zu können, reisen, knutschen, Sex, alleine wohnen. Ich war mir sicher ich will noch mehr erleben und mit 23 mal ""allein"" sein, mich selbst kennenlernen. Der Gedanke daran hat mich gefreut. Da hab ich mich getrennt. Bin jetzt -",2,1e8d3f15c1c065
4ab7bcce2dd759,2016-07-06 23:30:00.000000,Suche neue Mitbewohnerin meine alte ist ausgeleiert. #zerofile ,11,
45de6d11853437,2016-07-06 23:29:00.000000,Wer wartet leider auch noch auf die iOS Version von Pokémon Go? #nerdstuff,15,
43eb47e6f1e063,2016-07-06 23:29:00.000000,"Gekackt, Zähne geputzt, Gefurzt - bin auch fertig fürs Bett ",2,cb2d5941422065
43f92e300d36b2,2016-07-06 23:29:00.000000,Mit dem Verkauf deiner GPS bzw Standort Daten.Somit können Firmen dir maß und ortsgeschneiderte Werbung aufs Handy klatschen.,5,2fb40df1e67430
46ed0f0fe0907c,2016-07-06 23:29:00.000000,Black pearl Tattoo in der Nähe von Flensburg. In Hamburg sind locker 80% der Studios besser als alle in Kiel. ,3,2e648dc5b1b061
46ffb948ba5067,2016-07-06 23:29:00.000000,Bruder was da los,1,2c29e1af4fd779
474c670771f06b,2016-07-06 23:29:00.000000,Ich hab ne zwangsneurose die mich im alltag stark beeintraechtigt weil ich mich schaeme. Ich kratze jeden schorf und jede wunde taeglich auf und meine haut sieht aus wie ein Schweizer kaese. Woechentliche therapie hat noch(weiter im kommi),6,
44548dc5b1b061,2016-07-06 23:29:00.000000,"Wie fragt man jemand mit dem man schon ein bisschen geredet hat (über keinen persönlichen Themen) nach der Nummer? Ich muss so tun als hätte ich Selbstvertrauen aber was noch? 😅 Oh Mann, sie ist so toll🙈",1,3d312a8e31c066
446cd7573bf6bb,2016-07-06 23:29:00.000000,Aka Nervus Ulnaris ;-),5,c73e77ea5cc755
44772a3e00c07a,2016-07-06 23:29:00.000000,"*Worte Sry. Hirn müde, Hirn will schlafen😒",6,37e48dc5b1b061
448e77ea5cc755,2016-07-06 23:29:00.000000,Hörnum 💁🏽,1,72968238f7f16e
44cb47e6f1e063,2016-07-06 23:29:00.000000,"Ich versteh dich - liege gerade wieder weinend im Bett, aber das erste mal seit längerer Zeit, ich hab noch nicht mal eine Begründung ",3,1cca47d0151068
44de77ea5cc755,2016-07-06 23:29:00.000000,"Es wird ja auch nicht das ""Produkt"" verbrannt, sondern der ""Abfall"", der bei der Produktion entsteht, zB männliche Küken",3,2d59e1af4fd779
45672a3e00c07a,2016-07-06 23:29:00.000000,Was willst du denn für ein Motiv haben?,3,2e648dc5b1b061
45e48dc5b1b061,2016-07-06 23:29:00.000000,Lügenpresse!,2,18a056e911d062
44f56cddf1a068,2016-07-06 23:29:00.000000,💏,4,fa1a47d0151068
4502c9df3726a0,2016-07-06 23:29:00.000000,Hannes,2,d688ef8ccab06e
45040df1e67430,2016-07-06 23:29:00.000000,Hühnerbrust ,2,d688ef8ccab06e
45456cddf1a068,2016-07-06 23:29:00.000000,Lichtgrau,1,b9328df461a068
45512a8e31c066,2016-07-06 23:29:00.000000,Wichsen,1,ff6d0f0fe0907c
4559e1af4fd779,2016-07-06 23:29:00.000000,"Um die Frage zu beantworten: Neee, also fürn Sex isses mir scheiß egal.",7,3d3ffe1014e069
462f3331011784,2016-07-06 23:29:00.000000,"Ach marc,es wäre viel einfacher wenn du nicht so tolle Augen hättest😳 #türkiseraugenjodel #achlaflosinköln",2,
46648dc5b1b061,2016-07-06 23:29:00.000000,The 1975 -The Sound ,2,9d623888e5e6a9
468e6d11853437,2016-07-06 23:29:00.000000,Alle schon am pennen oder wieso ist das hier so still?,1,
45cf3331011784,2016-07-06 23:29:00.000000,Vor was haben Männer am meisten Angst wenn sie sich ne Frau ungeschminkt vorstellen? Akne?,2,
447cd7573bf6bb,2016-07-06 23:29:00.000000,"Ich steh auf Dominante Männer, aber 'xD' törnt schon ab ",28,b7992e300d36b2
463c670771f06b,2016-07-06 23:29:00.000000,Also ich finde an mir viel nuttiger dass ich schon dass ein oder andere mal geblasen habe als die 6 Kerle .. Aber das war immer auf Partys und ja man kriegt halt Lust mit dem Alkohol und keine Ahnung :0,3,3042c9df3726a0
4418ef8ccab06e,2016-07-06 23:29:00.000000,Segelschuhe? Du warst wohl auf nem altherren-internat xD armer mensch,2,30e8ef8ccab06e
446e77ea5cc755,2016-07-06 23:29:00.000000,I bim Informatiker und hann den am stizzle. Und die bitches werden feucht wenn sie mich sehen,13,38c56cddf1a068
4419e1af4fd779,2016-07-06 23:29:00.000000,Ist es mit 22 zu spät Freunde fürs Leben zu finden? ,22,
4427bcce2dd759,2016-07-06 23:29:00.000000,Ich muss in 4 std aufstehen 😔,4,
4468ef8ccab06e,2016-07-06 23:29:00.000000,Fliegengitter heißt die Lösung ;),6,dc7e6d11853437
44b8ef8ccab06e,2016-07-06 23:29:00.000000,Damals Hochhausring ;-),1,41e81459f3e1f2
44f2c9df3726a0,2016-07-06 23:29:00.000000,Ja und wenn sie nicht gestorben sind leben sie noch immer im Paulanergarten,13,ec7ffe1014e069
4607bedeaa8067,2016-07-06 23:29:00.000000,Wer bist du denn? :D,2,0435eff9082057
46192e300d36b2,2016-07-06 23:29:00.000000,m24 schlage vor uns Samstag Abend mit dem Erkennungszeichen "gude Bier in der Hand" an der Planke Nord zu treffen ,1,2967bedeaa8067
4612c9df3726a0,2016-07-06 23:29:00.000000,Ok bin nämlich M *hihihi",5,19472a3e00c07a
455fb948ba5067,2016-07-06 23:29:00.000000,Ich glaub mein Daumen ist zu kurz 👍,2,ba27f56c0fe2ba
45f5d580b1d062,2016-07-06 23:29:00.000000,Was hat das mit Sexjodeln zu tun? Bisher nie gemacht #op,3,ff0e6d11853437
461d0f0fe0907c,2016-07-06 23:29:00.000000,Bei mir is nach 2 immer noch was los 😙 hehe,1,1c3f3331011784
4615d580b1d062,2016-07-06 23:29:00.000000,Bei mir werden nur serverprobleme angezeigt 😳😳,5,1075eff9082057
467e77ea5cc755,2016-07-06 23:29:00.000000,📌,1,2e1fb948ba5067
4638ef8ccab06e,2016-07-06 23:29:00.000000,Bei uns siehst du keine Züge durch die Gegend fahrn Doch wir warten ungeduldig auf die nächste Bahn,1,1d245574fa6069
46572a3e00c07a,2016-07-06 23:29:00.000000,Ich hab immer das gefühl hier sind Leute unterwegs die parallel mit ner menge leute auf whats app oder so chatten und es vllt auch nicht ernst meinen ach man :( ,3,23040df1e67430
46940df1e67430,2016-07-06 23:29:00.000000,Das macht einen doch echt fertig.. ,1,33b3f5905d5042
46d40df1e67430,2016-07-06 23:29:00.000000,Und ich hab mich extra zurückgehalten 😂 *bist *Rest  🌴🌴🌴,1,e07d0f0fe0907c
46e56cddf1a068,2016-07-06 23:29:00.000000,Bremen > Dortmund,1,056c3fccc23068
47040df1e67430,2016-07-06 23:29:00.000000,wer fehler findet darf sie behalten,2,23256cddf1a068
47748dc5b1b061,2016-07-06 23:29:00.000000,Irland gehört nicht zu Groß Britannien also 3,4,15bfb948ba5067
45ed0f0fe0907c,2016-07-06 23:29:00.000000,Das ist ja gaaar nix... Nem Freund wurde als Browser startbildschirm irgendson harter schulenporno eingestellt und er hatte keinen Plan wie man's ausschaltet. Dachte es wäre n Virus. Wollte dann irgendwann seiner Family Fotos zeigen... 😂😂,16,e80d0f0fe0907c
45d9e1af4fd779,2016-07-06 23:29:00.000000,"Ich will der allerbeste sein, wie keiner vor mir war. ganz allein fang ich sie mir, ich kenne die Gefahr. ",31,
45dffe1014e069,2016-07-06 23:29:00.000000,"Es ist jetzt auch kein rausbrezeln bei mir, ich trag dann einfach gern n cooles Shirt und sonst was, in der Klausurenphase heb ich mir meine schönsten Sachen für die Klausuren auf 😅 #oj",9,ee4552fd0b85a8
44b48dc5b1b061,2016-07-06 23:29:00.000000,Weil? Nehme an er hat jetzt eine Freundin oder? War bei mir dann nämlich auch so ,1,3b440df1e67430
44dc670771f06b,2016-07-06 23:29:00.000000,Der Post könnte von meinem Matheprof sein 😒. #wiwi #W.B.,5,8d57bcce2dd759
44fe77ea5cc755,2016-07-06 23:29:00.000000,Als wenn ich morgen rechtzeitig aufstehen kann  #Minus,13,
469ffe1014e069,2016-07-06 23:29:00.000000,"Intoleranz an sich ja. Aber Auswirkungen und Aktionen welche daraus folgen nicht. Da man mit Toleranz jedem seine eigene Denkweise und diese akzeptiert . Sollte diese Denkweise aber mit anderen aneinander geraten, ",8,1c103dc332506f
46a92e300d36b2,2016-07-06 23:29:00.000000,Dumbo,6,d688ef8ccab06e
46affe1014e069,2016-07-06 23:29:00.000000,Gut kombiniert sherlok B-) ,3,0435eff9082057
46ba47d0151068,2016-07-06 23:29:00.000000,lörres in dich reinhämmern  Übrigens ich bin w,12,3f023888e5e6a9
46e23888e5e6a9,2016-07-06 23:29:00.000000,Jemamd kik hier?  ,2,2f74b62a879064
472fb948ba5067,2016-07-06 23:29:00.000000,Never nuke a country twice!!,8,416a47d0151068
472e77ea5cc755,2016-07-06 23:29:00.000000,"Naja, es kann ja nicht sein, dass man immer nur seine Ansprüche runterschrauben soll. Ich bin sportlich und auch nicht komplett missraten, aber halt kein Draufgänger/Schwätzer",2,da072a3e00c07a
46156cddf1a068,2016-07-06 23:29:00.000000,"Ich muss nur vor die Tür, und die bitches springen mich an.  -Aurelius, hat Style und das Geld ",6,23272a3e00c07a
467b47e6f1e063,2016-07-06 23:29:00.000000,Ich habs schon länger. Bin per FakeGPS nach Berlin. Da habens die beta Version ausprobiert und seitdem hab ichs,1,18a056e911d062
475ffe1014e069,2016-07-06 23:29:00.000000,Wegen deiner Aussprache?,13,38c56cddf1a068
440e6d11853437,2016-07-06 23:29:00.000000,M oder w,2,3bc3ec0cca8061
440e6d11853437,2016-07-06 23:29:00.000000,"pord könnte prüfungsordnung heissen. aber kp, du. sorry :/",3,247a47d0151068
44412a8e31c066,2016-07-06 23:29:00.000000,Jetzt gleich?,1,e7ae77ea5cc755
4462c9df3726a0,2016-07-06 23:29:00.000000,Zahlen mit 5 gehen auch ,7,4053ec0cca8061
4483ec0cca8061,2016-07-06 23:29:00.000000,Bankdaten... Hier wiederholt sich mittlerweile alles :-Q,2,d224be7cdc92eb
